"method","type","param","cluster","dim.x","mean","sd","lower","upper","width","dim.y","true","bias","rmse"
"integrated","mu","mu[3,2]",3,2,4.38262893101864,0.240579272210078,3.90441083425896,4.87278213020223,0.968371295943276,3,-4,8.38262893101864,8.38608050172236
"integrated","mu","mu[3,2]",3,2,4.38262893101864,0.240579272210078,3.90441083425896,4.87278213020223,0.968371295943276,4,4,0.382628931018644,0.451977084673107
"integrated","mu","mu[3,3]",3,3,-3.98988805800979,0.198704144869078,-4.37627934474045,-3.6051694470263,0.771109897714151,1,-4,0.0101119419902096,0.198961274018249
"integrated","mu","mu[3,3]",3,3,-3.98988805800979,0.198704144869078,-4.37627934474045,-3.6051694470263,0.771109897714151,2,4,-7.98988805800979,7.99235850776951
"integrated","mu","mu[3,3]",3,3,-3.98988805800979,0.198704144869078,-4.37627934474045,-3.6051694470263,0.771109897714151,3,-4,0.0101119419902096,0.198961274018249
"integrated","mu","mu[3,3]",3,3,-3.98988805800979,0.198704144869078,-4.37627934474045,-3.6051694470263,0.771109897714151,4,4,-7.98988805800979,7.99235850776951
"integrated","mu","mu[3,4]",3,4,4.17144274446809,0.244891678824431,3.70295999508298,4.65587441089403,0.952914415811047,1,-4,8.17144274446809,8.17511152587398
"integrated","mu","mu[3,4]",3,4,4.17144274446809,0.244891678824431,3.70295999508298,4.65587441089403,0.952914415811047,2,4,0.171442744468088,0.298939038916296
"integrated","mu","mu[3,4]",3,4,4.17144274446809,0.244891678824431,3.70295999508298,4.65587441089403,0.952914415811047,3,-4,8.17144274446809,8.17511152587398
"integrated","mu","mu[3,4]",3,4,4.17144274446809,0.244891678824431,3.70295999508298,4.65587441089403,0.952914415811047,4,4,0.171442744468088,0.298939038916296
"integrated","p","p",NA,NA,0.585414509547316,0.0301236031286497,0.522597411695135,0.638236016323704,0.115638604628569,NA,NA,NA,NA
"integrated","phi","phi[1]",1,NA,0.787067289609814,0.0362144467309103,0.713238427372611,0.858324452901928,0.145086025529317,NA,0.8,-0.0129327103901857,0.0384544035197838
